"indexes";"Company";"TypeName";"Inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price";"ppi"
731;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;12;"HDD";1024;0;"Intel";"windows";2.3;34579.0;100
732;"HP";"Notebook";15.6;"medium";1920;1080;0;"AMD";"A9-Series A9-9420";3.0;6;"Hybrid";128;1024;"AMD";"windows";2.1;34632.0;141
733;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.4;29784.0;100
734;"Lenovo";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.4;51149.0;166
735;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;4;"HDD";1024;0;"Intel";"windows";1.9;41505.0;141
736;"HP";"Workstation";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";"windows";2.6;128884.0;141
737;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Intel";"windows";1.6;35112.0;166
738;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";1.8;111594.0;141
739;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";2.4;21887.0;100
740;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"Hybrid";128;1024;"Nvidia";"windows";2.0;64309.0;141
741;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"Intel";"windows";2.0;35431.0;100
742;"Toshiba";"Notebook";14.0;"medium";1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;81785.0;157
743;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.7;53227.0;157
744;"Lenovo";"Workstation";15.6;"medium";3840;2160;0;"Intel";"Core i7";2.8;16;"SSD";1024;0;"Nvidia";"windows";2.5;175771.0;282
745;"Acer";"Notebook";14.0;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"other";1.7;17582.0;112
746;"Samsung";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Intel";"windows";0.8;87859.0;166
748;"Dell";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.6;60031.0;112
749;"HP";"Workstation";17.3;"large";1920;1080;0;"Intel";"Xeon E3-1535M";2.9;16;"SSD";256;0;"Nvidia";"windows";3.0;233846.0;127
750;"Lenovo";"Netbook";11.6;"small";1366;768;1;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";"windows";1.4;25308.0;135
751;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"windows";1.8;101232.0;141
752;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Nvidia";"N/A";2.5;30849.0;100
754;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i7";2.7;4;"SSD";256;0;"Intel";"windows";2.4;45283.0;100
755;"Lenovo";"2 in 1 Convertible";13.3;"small";3200;1800;1;"Intel";"Core i5";1.8;8;"SSD";256;0;"Intel";"windows";1.3;63883.0;276
756;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;58555.0;141
757;"HP";"Workstation";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";"windows";2.6;83170.0;141
758;"Dell";"Gaming";15.6;"medium";3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";4.4;152860.0;282
759;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";2.1;31915.0;100
760;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.5;55837.0;141
761;"Dell";"Ultrabook";12.5;"small";1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Intel";"windows";1.2;99048.0;176
762;"Google";"Ultrabook";12.3;"small";2400;1600;1;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";"other";1.1;83064.0;235
763;"Asus";"Ultrabook";13.3;"small";3200;1800;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.2;60153.0;276
764;"Dell";"Notebook";13.3;"small";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";1.7;45235.0;118
765;"Acer";"Notebook";13.3;"small";1366;768;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"windows";1.6;34898.0;118
766;"Asus";"Notebook";17.3;"large";1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Nvidia";"windows";2.8;25060.0;91
767;"Dell";"Gaming";15.6;"medium";3840;2160;1;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"windows";2.7;58555.0;282
768;"Samsung";"Ultrabook";13.3;"small";1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.3;85195.0;166
769;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"linux";2.1;15877.0;100
770;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;16;"";0;0;"AMD";"windows";2.3;62938.0;141
771;"Samsung";"2 in 1 Convertible";15.0;"medium";1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";256;0;"AMD";"windows";1.7;95851.0;147
772;"Toshiba";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"windows";1.8;54346.0;112
773;"Dell";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";2.6;58555.0;141
775;"Asus";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"Intel";"Core i7";2.7;12;"HDD";2048;0;"Nvidia";"windows";2.3;44702.0;141
776;"Lenovo";"Notebook";15.6;"medium";3840;2160;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"windows";2.5;126274.0;282
777;"Acer";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"windows";1.8;33886.0;157
778;"Razer";"Gaming";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"windows";2.0;154459.0;157
779;"Asus";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Pentium Dual";1.1;8;"SSD";128;0;"Intel";"windows";2.0;31004.0;141
780;"Dell";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";"windows";4.4;191211.0;127
781;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";"windows";4.3;125208.0;127
782;"Toshiba";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.6;16;"SSD";512;0;"Nvidia";"windows";1.5;93986.0;157
783;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Quad";1.6;8;"HDD";1024;0;"Intel";"N/A";2.2;17529.0;100
784;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.7;122491.0;157
785;"MSI";"Gaming";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";1.6;100752.0;157
786;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;58022.0;141
787;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;4;"HDD";1024;0;"Nvidia";"windows";2.4;53227.0;141
788;"Acer";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";4.2;122491.0;127
789;"Dell";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.6;52481.0;141
790;"Asus";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;71342.0;141
791;"Vero";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.2;10811.0;157
792;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.4;104962.0;166
793;"Lenovo";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";"windows";2.1;51096.0;141
794;"Apple";"Ultrabook";12.0;"small";2304;1440;0;"Intel";"Core M";1.2;8;"Flash Storage";512;0;"Intel";"macos";0.9;62071.0;226
795;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.4;124142.0;210
796;"Asus";"Notebook";14.0;"medium";1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.6;15931.0;112
797;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"windows";2.0;43157.0;100
798;"Lenovo";"2 in 1 Convertible";13.9;"small";1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.4;71875.0;158
799;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"AMD";"windows";2.0;39374.0;141
800;"HP";"Workstation";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";3.1;110018.0;141
801;"Asus";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.4;58555.0;141
802;"Dell";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;79867.0;166
803;"Dell";"Notebook";15.6;"medium";3840;2160;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.1;93187.0;282
804;"Dell";"Netbook";11.6;"small";1366;768;0;"Intel";"Pentium Quad";1.1;4;"SSD";128;0;"Intel";"windows";1.6;39640.0;135
805;"HP";"Netbook";12.5;"small";1366;768;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";1.3;74006.0;125
806;"Toshiba";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.1;41558.0;100
807;"HP";"Notebook";15.6;"medium";1366;768;0;"AMD";"A12-Series 9700P";2.5;8;"HDD";2048;0;"AMD";"windows";2.0;33513.0;100
808;"Dell";"Gaming";15.6;"medium";3840;2160;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"windows";2.6;89457.0;282
809;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";"windows";2.4;32448.0;141
810;"HP";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;12;"HDD";1024;0;"AMD";"windows";3.7;93187.0;127
811;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";"windows";2.9;128671.0;127
812;"Samsung";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";0.8;79867.0;166
813;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";2.0;51202.0;141
814;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";"windows";2.2;42081.0;141
815;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.3;99048.0;157
816;"Razer";"Ultrabook";12.5;"small";3840;2160;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"windows";1.3;95851.0;352
817;"HP";"Netbook";11.6;"small";1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"other";1.2;20513.0;135
818;"Dell";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"windows";4.4;133467.0;127
819;"Dell";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";1.8;40226.0;112
820;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";2.1;26102.0;100
821;"Toshiba";"Ultrabook";14.0;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";"windows";1.3;58075.0;112
822;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.1;133147.0;157
823;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.4;63883.0;141
824;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"Flash Storage";256;0;"Intel";"windows";1.1;99900.0;157
825;"Toshiba";"Notebook";14.0;"medium";1366;768;0;"Intel";"Pentium Dual";2.1;4;"SSD";128;0;"Intel";"windows";1.8;26587.0;112
826;"Asus";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.1;72354.0;166
827;"Dell";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";1.8;31169.0;112
828;"Acer";"Netbook";11.6;"small";1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"other";1.4;18914.0;135
829;"Acer";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i3";2.4;8;"SSD";128;0;"Intel";"windows";1.5;32980.0;157
830;"Razer";"Gaming";17.3;"large";3840;2160;1;"Intel";"Core i7";2.9;32;"SSD";512;0;"Nvidia";"windows";3.5;292987.0;255
831;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;0;"Intel";"Core i7";2.6;16;"SSD";512;0;"Intel";"windows";1.1;111835.0;210
832;"Asus";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";"linux";2.1;27652.0;141
833;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.7;63190.0;157
834;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";1.3;87912.0;157
835;"Dell";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.2;147832.0;141
836;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.9;128884.0;127
837;"Toshiba";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"windows";2.0;35644.0;100
838;"Lenovo";"Notebook";14.0;"medium";1366;768;0;"Intel";"Celeron Quad";1.6;4;"Flash Storage";16;0;"Intel";"other";1.5;17316.0;112
839;"Asus";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";128;0;"Intel";"windows";2.3;31435.0;141
840;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";512;1024;"Nvidia";"windows";2.7;95851.0;127
841;"Dell";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;32;"Hybrid";512;1024;"Nvidia";"windows";4.4;163724.0;127
842;"HP";"Notebook";17.3;"large";1600;900;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"windows";2.6;48485.0;106
843;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"windows";2.2;38041.0;100
844;"HP";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";512;0;"Intel";"windows";1.5;99634.0;157
845;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;4;"SSD";256;0;"AMD";"windows";2.2;39374.0;141
846;"HP";"2 in 1 Convertible";11.6;"small";1366;768;1;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"other";1.4;32767.0;135
847;"Asus";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";512;0;"Nvidia";"windows";1.5;54665.0;166
848;"HP";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;121319.0;166
849;"HP";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";512;0;"Intel";"windows";1.5;78215.0;157
850;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";"N/A";1.9;15931.0;100
851;"Asus";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"windows";2.1;101179.0;141
852;"Dell";"Notebook";17.3;"large";1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"linux";2.8;46087.0;127
853;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";2.0;101392.0;157
854;"Asus";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";2.3;41931.0;141
855;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"windows";1.9;50350.0;141
856;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"windows";2.0;23923.0;100
857;"HP";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"windows";1.3;136344.0;166
858;"Dell";"Notebook";13.3;"small";1920;1080;1;"Intel";"Core i5";2.3;8;"HDD";1024;0;"Intel";"windows";1.6;34579.0;166
859;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"N/A";2.2;24988.0;141
860;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.3;45323.0;141
861;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"AMD";"windows";1.8;71875.0;141
862;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";"windows";1.1;68465.0;166
863;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"N/A";2.5;54186.0;141
864;"Dell";"Ultrabook";13.3;"small";3200;1800;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"windows";1.3;119347.0;276
865;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.1;48485.0;141
866;"Toshiba";"Ultrabook";13.3;"small";1366;768;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.2;58342.0;118
867;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.4;103896.0;166
868;"Acer";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.6;48059.0;157
869;"Dell";"Workstation";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";2.2;94732.0;141
870;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.4;56210.0;100
871;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"N/A";2.2;25521.0;141
872;"Toshiba";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";2.0;73953.0;141
873;"Lenovo";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";180;0;"Intel";"windows";1.4;39161.0;166
874;"Samsung";"Ultrabook";15.0;"medium";1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Nvidia";"windows";1.2;98515.0;147
875;"Dell";"Ultrabook";12.5;"small";1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"windows";1.6;90043.0;176
876;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"linux";2.0;21258.0;100
877;"Xiaomi";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Nvidia";"windows";1.3;49817.0;166
878;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"Hybrid";128;1024;"Nvidia";"windows";2.2;48618.0;141
879;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";2.0;44702.0;141
880;"HP";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";1.3;90576.0;166
881;"HP";"2 in 1 Convertible";15.6;"medium";1366;768;1;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.3;36486.0;100
882;"Asus";"Notebook";14.1;"medium";1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.7;18541.0;111
883;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.5;8;"HDD";1024;0;"Nvidia";"windows";2.2;35644.0;141
884;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"windows";2.2;19660.0;100
885;"HP";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";1.3;95851.0;166
886;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"linux";2.2;24280.0;100
887;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i5";2.5;12;"Hybrid";128;1024;"Nvidia";"windows";2.2;72988.0;127
888;"Acer";"Netbook";11.6;"small";1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"other";1.3;15824.0;135
889;"Lenovo";"Notebook";17.3;"large";1600;900;0;"AMD";"A4-Series 7210";2.2;4;"HDD";500;0;"AMD";"windows";2.8;20193.0;106
890;"HP";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";"windows";2.0;67399.0;157
891;"HP";"2 in 1 Convertible";13.3;"small";3200;1800;1;"Intel";"Core i7";2.7;16;"SSD";256;0;"Intel";"windows";1.4;74539.0;276
892;"Samsung";"Ultrabook";15.0;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.2;90523.0;147
893;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;95851.0;157
894;"MSI";"Gaming";17.3;"large";3840;2160;0;"Intel";"Core i7";2.6;16;"Hybrid";512;2048;"Nvidia";"windows";2.4;141139.0;255
895;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.1;78588.0;166
896;"Dell";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"linux";2.6;49497.0;141
897;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";2.0;47952.0;141
898;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"windows";2.2;32714.0;100
899;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"Intel";"windows";1.9;49817.0;141
900;"Dell";"2 in 1 Convertible";13.3;"small";3200;1800;1;"Intel";"Core i7";1.3;8;"SSD";512;0;"Intel";"windows";1.2;107258.0;276
901;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.7;32;"SSD";256;256;"Nvidia";"windows";3.6;68145.0;127
902;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i7";1.3;16;"SSD";256;0;"Intel";"windows";1.2;87859.0;166
903;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"Flash Storage";256;0;"Intel";"windows";1.1;109171.0;157
904;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";512;0;"Intel";"windows";2.0;104588.0;141
905;"LG";"Ultrabook";15.6;"medium";1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.1;111835.0;141
906;"HP";"Netbook";12.5;"small";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.3;79014.0;176
907;"Acer";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Celeron Dual";1.5;4;"Flash Storage";16;0;"Intel";"other";2.2;19128.0;141
908;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"Hybrid";128;1024;"Nvidia";"windows";2.6;42038.0;141
909;"LG";"Ultrabook";14.0;"medium";1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.0;101179.0;157
910;"Dell";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Intel";"windows";1.6;64202.0;157
911;"HP";"Ultrabook";12.5;"small";3840;2160;1;"Intel";"Core M";1.2;8;"SSD";240;0;"Intel";"windows";1.1;165168.0;352
